Algorithm;FunctionName;Trials;Dimension;MaxIterations;PopulationSize;LowerBoundary;UpperBoundary;SearchedMinimum;BestFitness;BestSolution;ResultType
JSO;Sphere;10;30;100;50;-5.12;5.12;0.0;15.775499965482025;(-0.487555932748597, -0.057035399278037274, -0.6100640079412966, -0.823199796991992, -0.32592425523659274, -0.45972772506958637, -0.34037060169793154, -0.5858712281805413, -1.2832927128673937, -0.6277166936985958, -0.9284972139725791, -0.7372482702645746, 0.5325847466513715, -0.05112501718667581, -0.9837584101311958, -0.4765389507303033, -0.8560948745293779, -0.7978531147172601, 0.22954534684183003, -1.0523247465921293, -1.5321735067471056, -0.08501175680318718, -0.4273572384178833, -0.8359528969497796, -0.47316367059639297, -0.09311234571675497, -1.0254400196103606, -1.0736747726007396, 0.09698156031001859, -0.7538842071003684);BEST
JSO;Sphere;10;30;100;50;-5.12;5.12;0.0;43.67372756510629;(1.8389901241991706, -0.24240329549548173, -0.6886432777308521, -0.16341572317441566, 2.230604302659292, -1.3627592764946934, -0.7581222939389112, -0.5324822546682864, 1.855527023744586, -1.236660260562057, 1.5958897698383314, 2.310880345049397, 2.2870436555633664, -0.75722430696612, 1.7144216755415331, 0.8434686164018532, -0.0920983266358566, 0.662393643621046, -0.87686138013531, 1.387755789209829, 1.0319457399016434, 0.5119391372764138, 0.3637593037254016, 0.4714909682674473, -0.7088350477387596, 0.6775593610788717, 0.7361950651826779, -0.9529331342800307, -0.9387689479544492, 1.2691221887871242);WORST
JSO;Sphere;10;30;100;100;-5.12;5.12;0.0;14.642593842198844;(-1.3060010238577346, -0.03539097832594784, 0.7283516324195234, 0.30937306163717126, -0.7283516324195234, 0.7283516324195234, -0.7968244193305996, 0.04387060317683966, 0.5985753776237273, -0.054966103735581306, -0.7283516324195234, 0.7283516324195234, -0.7283516324195234, 0.7283516324195234, -0.9684686892326844, 0.7283516324195234, 0.7283516324195234, -0.2801040963188006, 0.7283516324195234, 0.7283516324195234, -0.7283516324195234, 0.7283516324195234, -0.565676097573224, -0.670644245740029, -0.7283516324195234, -0.6342850255024559, 0.7283516324195234, 0.7283516324195234, -0.7968244193305996, 0.7283516324195234);BEST
JSO;Sphere;10;30;100;100;-5.12;5.12;0.0;29.92655599531687;(2.266043950526787, -0.3735911434100486, 1.7310440326534486, 1.7391682521869312, 1.0367230913742054, 0.47195648918132527, 0.21151564199967066, -1.726836109871508, -0.23598839000451388, 1.0530611478205634, -0.19353499576942745, 0.14355688107030729, -0.8361209047286087, 0.7388748853279192, 1.6264260667440744, 0.7929730051687294, -0.37709015551822617, 0.06285591572282012, -1.1630899474132965, -0.21591779769199748, 0.9383673550979965, -0.0005105673778378339, 0.9654246427092916, -0.9403302838340659, -0.1608812370811597, 1.5153033209703697, 1.1451765465597568, -0.21084706970834122, -0.418928497055409, 0.6848479354109929);WORST
JSO;Sphere;10;30;500;30;-5.12;5.12;0.0;0.01657684250539546;(0.02350662495652056, 0.02350662495652056, 0.02350662495652056, 0.02350662495652056, -0.02350662495652056, -0.02350662495652056, -0.02350662495652056, 0.02350662495652056, 0.02350662495652056, 0.02350662495652056, -0.02350662495652056, -0.02350662495652056, 0.02350662495652056, -0.02350662495652056, 0.02350662495652056, 0.02350662495652056, 0.02350662495652056, 0.02350662495652056, 0.02350662495652056, 0.02350662495652056, 0.02350662495652056, 0.02350662495652056, -0.02350662495652056, 0.02350662495652056, 0.02350662495652056, 0.02350662495652056, -0.02350662495652056, 0.02350662495652056, 0.02350662495652056, 0.02350662495652056);BEST
JSO;Sphere;10;30;500;30;-5.12;5.12;0.0;8.536273622232352;(0.7206602040311352, 0.7375404794259651, 0.23299423634487004, -0.013511930047520604, 0.09480206017595894, -0.16784754317506012, 1.1298057355577509, -0.23341023683870543, 0.4172561430706683, -0.516857648703215, 0.8204190428235121, 0.8668523790303668, -0.28828117375584794, -0.40998055327972405, -0.4144472028850612, -0.2576679581402166, 0.07615893229700577, -0.3590698798887979, 1.118567197738006, -0.12240525842663974, -0.13156506834399595, -0.049544459053928236, 0.11269081289430116, 0.1346446439707023, 1.0421252644489867, -0.3340242089504095, 0.7902574004126635, 0.07199274235434805, 0.10375506609984608, -0.6369617634903761);WORST
JSO;Sphere;10;30;500;50;-5.12;5.12;0.0;0.013775436769918447;(-0.021428514313035052, 0.021428514313035052, 0.021428514313035052, 0.021428514313035052, 0.021428514313035052, 0.021428514313035052, 0.021428514313035052, -0.021428514313035052, 0.021428514313035052, 0.021428514313035052, -0.021428514313035052, 0.021428514313035052, -0.021428514313035052, -0.021428514313035052, 0.021428514313035052, -0.021428514313035052, 0.021428514313035052, 0.021428514313035052, 0.021428514313035052, -0.021428514313035052, 0.021428514313035052, -0.021428514313035052, -0.021428514313035052, 0.021428514313035052, -0.021428514313035052, 0.021428514313035052, -0.021428514313035052, 0.021428514313035052, 0.021428514313035052, -0.021428514313035052);BEST
JSO;Sphere;10;30;500;50;-5.12;5.12;0.0;17.98142755991833;(0.8325386698383443, 1.084559826927026, -0.5170425725778367, -0.4247976303891514, -0.5410290608396737, 1.5123076865954364, 0.2875678118887248, -0.5824308044833484, -0.5482613243205972, -0.2285549621297025, 1.188529534724187, -1.1231107745886844, -0.11958457782995247, 1.5018121281870154, 0.13724427986454835, -0.14027080308883466, -0.677467351134716, -0.2383863968242057, -0.5009780215464019, 0.09232816747453176, -0.3718975140082579, 0.7927407989382962, -0.28713885136582373, -1.1237482105785626, -0.520441992982779, -1.018339997088665, -0.6947113335985717, -1.062137874517775, -0.3919345935315399, 1.169587594524713);WORST
JSO;Sphere;10;30;500;100;-5.12;5.12;0.0;4.192215290558949;(-0.3405006943246751, -0.3405006943246751, -0.3405006943246751, -0.3405006943246751, -0.3405006943246751, -0.3405006943246751, -0.3405006943246751, -0.5086643725816273, -0.3405006943246751, -0.3405006943246751, -0.3405006943246751, -0.3405006943246751, -0.3405006943246751, 0.5086643725816273, -0.3405006943246751, -0.3405006943246751, -0.3405006943246751, -0.3405006943246751, 0.3405006943246751, -0.3405006943246751, -0.3405006943246751, -0.3405006943246751, -0.3405006943246751, -0.5086643725816273, 0.5086643725816273, -0.3405006943246751, -0.3405006943246751, -0.5086643725816273, -0.3405006943246751, -0.3405006943246751);BEST
JSO;Sphere;10;30;500;100;-5.12;5.12;0.0;22.942819828582437;(2.277339178114338, 1.520999537063132, 0.528627529973499, 0.7428652931784614, 0.7430271145562158, -0.8342650923244184, 0.69740437156559, -1.4049448932753907, 0.7430285339221498, 0.12022472761780101, 0.17101257758868638, 0.20567997460203258, 0.22870587794477304, 0.08141316789023101, 1.3251735298736143, -0.13118347754714899, -0.2680344988628237, 0.5127626636112956, -0.26785841510638186, 0.2168170758744437, 0.22576490583172948, -0.8948235058995366, 0.2239686787867612, 0.33253213838639994, 0.12055182921043195, 0.9457374696092957, -0.8948235058995366, 0.9030310412045468, 2.002683308708799, 0.6567690756266633);WORST
JSO;Sphere;10;30;1000;30;-5.12;5.12;0.0;0.0002179039611822111;(0.00426127433797685, 0.00426127433797685, 0.00426127433797685, -1.1674712013132194e-05, 0.00426127433797685, -1.1674712013132194e-05, -1.1674712013132194e-05, -1.1674712013132194e-05, -1.1674712013132194e-05, -1.1674712013132194e-05, -1.1674712013132194e-05, -1.1674712013132194e-05, -1.1674712013132194e-05, 0.00426127433797685, 0.00426127433797685, 0.00426127433797685, -1.1674712013132194e-05, -1.1674712013132194e-05, -1.1674712013132194e-05, -1.1674712013132194e-05, -1.1674712013132194e-05, 0.00426127433797685, -1.1674712013132194e-05, 0.00426127433797685, 0.00426127433797685, 0.00426127433797685, -1.1674712013132194e-05, -1.1674712013132194e-05, -1.1674712013132194e-05, 0.00426127433797685);BEST
JSO;Sphere;10;30;1000;30;-5.12;5.12;0.0;9.668648102526415;(-0.5514534936859445, -0.3203131123852181, 0.10257989153315161, -0.1662693315788707, -0.5098595013278031, 0.10461943956847897, 1.4550810730508366, -0.2922223020385426, -0.6980971118636599, -1.0025706027623433, -0.2953736279543361, -0.0041113374223402666, -0.2950375062764585, -0.1754703085847542, -0.7330598038979876, -0.1042242895161829, 0.09915004853372089, -0.175984285993241, -0.5517732768760251, -0.07926798466368501, -0.8750039215472974, -0.9105174268326263, 0.055616447811283165, 0.10460582902793525, -0.27776541839088453, -0.4725064931560985, -0.16883452945876087, 0.05289793791870889, -0.10442398702690742, 1.483753391295159);WORST
JSO;Sphere;10;30;1000;50;-5.12;5.12;0.0;0.0001210736783426557;(-0.0020089273949270847, 0.0020089273949270847, 0.0020089273949270847, -0.0020089273949270847, -0.0020089273949270847, -0.0020089273949270847, -0.0020089273949270847, -0.0020089273949270847, -0.0020089273949270847, -0.0020089273949270847, -0.0020089273949270847, 0.0020089273949270847, -0.0020089273949270847, -0.0020089273949270847, 0.0020089273949270847, -0.0020089273949270847, -0.0020089273949270847, -0.0020089273949270847, 0.0020089273949270847, -0.0020089273949270847, -0.0020089273949270847, -0.0020089273949270847, -0.0020089273949270847, -0.0020089273949270847, 0.0020089273949270847, -0.0020089273949270847, 0.0020089273949270847, -0.0020089273949270847, -0.0020089273949270847, -0.0020089273949270847);BEST
JSO;Sphere;10;30;1000;50;-5.12;5.12;0.0;16.07101691275239;(-0.6180650838832401, -0.8388176355601741, 1.502559487485052, -0.025198199107503094, 0.9915650335549941, -0.8369412987626409, -0.175419576491607, -0.520783174213462, -0.22297745925176005, -1.2374787919211974, -0.2902596345653964, -0.29348314876634063, -0.32813180805954223, -0.2682999560631619, -1.0924593881197744, -1.2786756226937799, 0.14091298213784964, -0.008937554398379732, -0.6160408589610337, -0.300067840343858, -0.5416021812729358, -0.0017242502767635948, -1.155958810145552, -0.8838306523015803, -0.8023745214384245, -1.0834462607254736, -0.1606149134195508, -0.03235951493178668, 0.658262936147638, 0.8965471021332505);WORST
JSO;Sphere;10;30;1000;100;-5.12;5.12;0.0;1.1979172017871549e-05;(0.0006319064281434805, 0.0006319064281434805, 0.0006319064281434805, 0.0006319064281434805, 0.0006319064281434805, 0.0006319064281434805, 0.0006319064281434805, 0.0006319064281434805, 0.0006319064281434805, 0.0006319064281434805, 0.0006319064281434805, -0.0006319064281434805, 0.0006319064281434805, 0.0006319064281434805, 0.0006319064281434805, 0.0006319064281434805, -0.0006319064281434805, -0.0006319064281434805, 0.0006319064281434805, 0.0006319064281434805, -0.0006319064281434805, -0.0006319064281434805, 0.0006319064281434805, 0.0006319064281434805, 0.0006319064281434805, 0.0006319064281434805, 0.0006319064281434805, 0.0006319064281434805, 0.0006319064281434805, -0.0006319064281434805);BEST
JSO;Sphere;10;30;1000;100;-5.12;5.12;0.0;19.181307107896547;(-0.27369216540237606, 0.8660817291707925, -0.7355498748253089, -0.3157160147687299, 0.34243548122227296, 0.8627196736343965, 0.8016456009124568, -1.4368880536334467, 0.6229034969134009, -0.03995521923149825, -0.4844151611814551, -1.6946874305354518, -0.16138315136945636, 0.32276684634422903, -1.049536027986071, -1.2787192631266544, 0.6044621545304829, -0.12986848429996645, -0.31791662036305457, 0.4140272314662261, -0.91488612774971, -0.9470118126575708, -0.025519296882775322, 0.19099246530975167, -0.2925959963048754, -1.1842298495452015, 0.28358211221651963, -1.0024021573371735, 1.6293878428603241, 0.36028818594425793);WORST
JSO;Sphere;10;50;50;30;-5.12;5.12;0.0;23.694267110523064;(0.47248647128970345, 0.8647536890740959, 0.5303813590307391, 1.0463407630272408, 1.1207590764580848, -0.06441488163088671, 0.1380924175518532, -0.05277605549271902, 1.047096379361329, 0.5875869907870082, 0.8272353103803596, -0.4328634900724161, 0.28148688375015407, 0.2031018800228246, -1.1084389056389476, -0.24282020960931883, 0.3144112269158517, -1.2327629975816663, 0.8634584278008353, 0.1300985453986565, 0.3408825355139813, 0.41513374088829824, -1.8267200290194467, 0.6763903570312753, -0.1320357459922772, -0.15991277161335643, 0.09869384945429482, -0.4873119843594247, 0.012677424441524643, 0.3643860431500222, 0.07337305746094858, -1.1148737998268659, 0.6725942152447169, 0.15864327334274497, -0.17595954648205803, 0.15040072562852647, -0.7671458565160001, -0.8885379986543196, -0.18013250637857814, 1.5369559509194546, -0.7527112662495892, 0.5296928140636803, 0.4648883742054384, 0.604179149878354, -0.728423772696736, -0.10206064470971199, -0.3312259315620836, 0.9617305118368444, 0.7907954401333982, 0.52433569813198);BEST
JSO;Sphere;10;50;50;30;-5.12;5.12;0.0;67.16453864229783;(1.0623848618949954, 0.8974430063445151, 0.10107676250719266, 0.9137575907044921, 1.1291749289051944, 1.0191566126003084, 2.3210621389290833, 0.4323178354219994, 0.7313656406449482, -0.13381537801510218, -0.8399184745775478, -0.21139468624210322, -1.3099627695858396, -1.4073465640258533, 1.217881272612817, 1.513372721516411, -0.5825940077779896, 0.7137274585128542, 0.8102042088615002, -0.799931942262275, -0.8880316340939555, 2.228784534400961, 1.4290109858328424, 0.044748726718852216, 0.5892022249176962, 0.7255709205245093, -1.3943324037295386, -0.9242635972462794, -1.2446988815845248, -0.0672803797016952, -2.388605886804552, 0.5365643725417232, -1.0966591047380763, -0.9280974492424432, -0.6264361655024487, 1.5969586308141723, 0.47697337036835297, 1.1862759641948688, 0.13802920877623415, -1.7053383340206179, 2.236854504526004, -0.8047303973992563, -0.5940375000599338, 1.6039610168429286, -0.37988731219671745, 1.2335128989595043, 0.2440412508505676, 1.2231525589621555, 1.5365977702416649, 1.6827707060121646);WORST
JSO;Sphere;10;50;50;50;-5.12;5.12;0.0;27.099962321979724;(1.0345614995651395, -1.0607780040035393, -0.5506331876380464, 0.5779601810208818, -0.09313092867056039, 0.6044600299356744, 0.31179046754352074, -0.1952154887869615, -0.5378847177830228, 0.3335857594919571, 0.8994005418919058, -0.1547257724425187, 0.4097105080491396, 1.0740272785294263, 0.797263838889839, 0.13763277456209488, -0.2841147230790164, 0.6999301164039333, 0.7845830356236525, -0.2180880385711368, 0.6528480579391083, -0.22151555765481115, 0.9096466165613717, 1.0537699708876638, -0.029750072346199308, 1.3674751788894117, 1.080727510550741, 0.10040992863916909, 0.3032451159120322, 0.15730633211848, 1.1030655848605084, 0.755707842355847, -1.1150188841949897, -0.14755729576863508, 1.371843062502353, 1.6633850205099443, 0.7249021928993828, 0.7249967310636409, 0.012685422742637176, 0.7882745069591158, 0.6416092329705143, -0.16208919203944627, 0.5451992701267734, -0.357023994107845, -0.2699153879128117, 1.2239948619991639, 0.5656069495168369, -0.40150641047357594, 0.20632985858487007, 1.1849568264520096);BEST
JSO;Sphere;10;50;50;50;-5.12;5.12;0.0;62.85210475237828;(-1.1480780642480095, 0.5293910968728692, -1.297768283608776, -0.6591691796484476, 0.6593846526624367, 1.2065686465736978, -1.1938351616609724, 0.21929845576928342, 1.0547262300073652, -0.8407112729215536, 0.832471925945816, -0.6146986767521356, 0.18862915794996138, 0.17966624617625476, 0.4746000807527854, 0.16557415867585146, 1.7494500433198688, -0.37302487548081675, 0.12620825133247648, 0.18931971029632533, -0.3470060429482318, -0.8523897089116899, -2.5065034490470612, 1.4652618604123817, -0.04341019572592186, -1.0119453733281694, 1.8774938320011316, 1.9905758805431064, 0.19312186207886972, -0.5343572085810301, 1.241076893534347, -1.3427941432316608, 2.3196482118504536, 1.6107465815210595, 0.36753968255127734, -0.07890543768137565, 0.4335671950701747, 1.3991914949058266, 0.2799859799100661, 1.4419770783394106, -1.1515891293125742, -1.8132842857431362, -1.026294184260182, -0.4758436834061302, -2.219188981480179, -1.2733647948042965, -1.1657354734438714, -0.1887148748358924, -0.8466914489538719, 0.9388440400765885);WORST
JSO;Sphere;10;50;50;100;-5.12;5.12;0.0;28.602049244352532;(-1.519304087882345, 0.4285334975860035, -1.3175848537952124, 0.38615543264601704, -0.8753444002239674, 0.043554612534209, -0.35027636400902873, -0.9261396922054663, 0.03625181676239103, -0.2739841245298873, -0.18062484503668141, 1.6702316686838414, -0.5463974338923352, -1.4304466625353873, 0.05238820885000006, -0.5550079370262864, 0.2747569399262085, 0.5780449114978903, 1.2310850491804657, -0.02953756962912868, 0.9495890297964147, 0.1528585683507373, 0.15346789208461087, -0.18614021820439686, -0.3387224514897289, -0.07942339860915748, -0.3409793828239329, 1.565819984438511, -0.8121602248148818, 0.17496045651992942, 0.04701882869343432, 0.0002442581622704165, -0.4769399191439263, 0.9237343458593639, 0.050835355961678985, -0.5133355014221086, 0.9176663332832238, -0.7283899492577867, -0.09273195297371528, -1.7614737539802636, 0.06099117709775259, 0.7374276886268837, -0.33531739654189463, 0.1620462994136705, -0.08871259972078116, 1.2583119374764662, -1.2007157606179975, -0.9705307406729453, -0.3097421143799828, -0.2083868321772373);BEST
JSO;Sphere;10;50;50;100;-5.12;5.12;0.0;68.4705252921562;(-1.5610961673186439, 1.7021604741489835, -2.632256082576497, -0.9887427965527134, 0.7048819907614725, -0.3070854738337035, -0.41292749980985155, -0.05629982074602349, 1.5731216023329948, 1.1398387372178933, -0.4063607886949866, -0.30079304446698796, 0.4955685296272172, -0.7378579048733107, -0.3993048331349647, 0.1522778495692252, -1.5867911528421472, 0.009763796263140279, -0.6140055069415107, 0.12495939008310719, 0.5393354928998424, 1.3439529371657433, -0.7043841216871952, 0.5516878970366696, 1.3025418814708816, -0.601147164973509, 0.8155031340093783, -0.3777515982627426, 1.2996711697277563, -1.4325214726206719, 0.66888843606962, 0.18177373785261297, -1.6137921154543449, -0.619871033545024, -2.4648765725948727, 1.0211396661220276, 1.709739484314372, 2.2522246080763297, -1.564269446680794, 0.5134827297844957, -0.08803371242492819, 2.1355616314012633, 0.2625734560742705, -0.1581048903772977, 0.042293641287891814, -0.6873506302641266, 0.4024688265876788, 2.783642956165465, -1.6425550036378778, -0.09283980384670121);WORST
JSO;Sphere;10;50;100;30;-5.12;5.12;0.0;15.592749957705024;(0.29412862961252717, 0.3162370297995083, -0.0013241864515474155, 0.33311697633582105, -0.4154785532635725, 0.16333568396742093, 0.24906610037846644, -0.12404945785142685, 0.38642773992515167, 0.7976513749419589, 0.36593483212252176, 0.10511231439224344, -0.4731967484450439, 0.18100581730121768, -0.46916051766504774, -0.45273759137190916, 1.381517319650129, 0.18943483429446362, -0.453514392479621, 0.15346853996178078, 0.13095113287651827, -0.37382745439582, 0.9260461021862221, 0.11376715810020199, 0.14794703601597048, 0.11107311571786971, -0.38802580239803053, -0.3493844426168682, -0.6045365200230117, -0.5794902503067663, -0.47736323452856455, 0.38317707429781667, 1.5821831165339255, -0.5064389840412602, 0.1605258196630146, 0.10946508423762857, 0.5231523052020992, -0.6130342366403676, 0.2803229656684145, 0.027391442817660483, 0.942378604313932, -0.4276794434396809, 0.2912990308879566, 0.5141475866523799, 0.238930629909202, -0.45336612331368675, -0.6120624756122539, -0.13853397699348857, 1.779347767915179, 0.23073296701070145);BEST
JSO;Sphere;10;50;100;30;-5.12;5.12;0.0;48.25524080584276;(-0.3534461683303729, 0.4826345180108449, 1.087014230085734, -1.2097714112263878, -0.9473256566835394, 0.07608437722705697, -1.3342344887682853, -1.2731252999893246, 0.9712576580260476, -0.09752291896811105, -0.10769691389513059, 0.21122826193085675, -0.2824134465946845, 0.9854977166057296, 0.9856213463998982, 0.25388862472741525, 0.6182007729539072, -1.268189467690304, 1.3609008642797251, 1.8373165619951446, 0.8582359736748899, 1.6368769227217161, 0.6221593732252666, -0.7630451024564975, 1.839267128490023, 0.717786710165677, 0.3536732506687237, -1.0361222170607265, 2.0726145596542898, 1.9475368399073738, 0.6725628869169304, 0.6139449927126339, 0.21593349702498146, -1.3159084117618383, 0.8492585229358434, -1.2618777032656219, 0.6598038123180463, -0.1805113199596583, -1.1408014898976377, -1.0351826206973644, -1.0640796847215692, 0.5402667289278156, 0.5848070735883459, 1.2384694555626596, 0.4198761164621354, 0.4061587154583708, -0.17110760751787307, -1.2476402178776735, 0.2576584380600271, 0.08724731121326368);WORST
JSO;Sphere;10;50;100;50;-5.12;5.12;0.0;15.27635284761477;(0.3687212228377918, 0.5789388362114178, -0.5990018863132216, 0.425765474960797, 1.2132331737391102, 0.10083384939267725, 0.48313424747727085, -0.03570104957364961, -0.7144911383929098, 0.8934277656904877, 0.029368899017270633, 0.295024208198841, -0.4840279279214629, 0.6638039244370584, -0.8337132282574735, 0.31763413289153597, 0.48143504643130575, 0.17073256163028006, -0.19728888119466825, 0.7674566760867978, 0.8149591936209766, 0.4554675010979707, 0.0013453070552077173, -0.01770083058409566, -1.2072393807642865, 0.14305848744222183, 1.177117709560472, 0.3871443863019588, -0.2922174851099998, 0.08794703102446677, 0.2132503254332864, 0.4079107054377119, 0.7214132411763439, -0.6089529102337258, 0.13493542871506592, -0.5465015899425978, 0.27091968224005947, 0.015196366215168178, 0.8341383169097365, 0.8579203822779401, -0.024564984284581592, 0.09526968481787434, -0.12579577475184525, 0.2875423502930563, 0.5043501565228372, 0.6412648446290223, -0.678161379608031, 0.10414988363647448, 0.7559167417977454, -0.26870802367096847);BEST
JSO;Sphere;10;50;100;50;-5.12;5.12;0.0;49.58223787420046;(0.018014131223723417, -0.7446721017395319, -0.37609149577771284, 0.10122883359111956, 1.4423627805046868, 1.6225783481015057, -0.3023293231160631, -0.10122883359111956, 2.5701385822533953, -0.10122883359111956, 0.10122883359111956, 0.3425039766728215, -0.10122883359111956, 4.468831079961052, -0.10122883359111956, -0.46268911680392133, -0.07164788264587152, -0.729304629823198, 0.10122883359111956, 0.10122883359111956, 0.10122883359111956, -0.09191335857554872, 1.117584648868987, -0.10122883359111956, -0.10122883359111956, -0.10122883359111956, 1.41280205098532, 0.8486958512336749, -1.4797966853926656, -0.10122883359111956, 0.10122883359111956, 0.6237155222228026, 0.10122883359111956, -2.3776821486651736, -0.10122883359111956, -0.10122883359111956, 0.10122883359111956, 1.4203179173280827, 0.10122883359111956, -0.10122883359111956, -0.7051715112945507, 0.49578095877625294, 0.10122883359111956, 0.10122883359111956, 0.10122883359111956, 0.10122883359111956, 0.2179571527753863, -0.009509334851433238, -0.10122883359111956, 1.1691064740092085);WORST
JSO;Sphere;10;50;100;100;-5.12;5.12;0.0;38.647883425854594;(0.5294716602563132, -0.5413393616529605, 0.5119505612332729, 0.18004179024691114, 0.1718878187220363, -0.38392455002974923, -0.6569249338141894, 0.23418768756162667, -0.08197077015516518, -0.02332045648107517, 0.37538403818678434, 1.1917326024309407, -0.6295585505965622, 0.8462447157968764, 0.13247107293394678, 1.329657960495196, 1.7464109688464842, -1.399516160589774, -0.6923773058649765, 0.9305267243728181, 0.6305401141331555, -1.4553375387234067, 0.3777048061032833, 0.6491053341770806, 0.00516262756762953, -0.8471285661968135, -0.020106296476356533, -0.24672612627875612, 1.2470887875595111, -1.4309642595885843, 2.5793831264133593, 1.0261379304309426, 1.0146131238007883, 1.1493873482822041, -0.6333760470787985, -0.3692144088236142, 0.6035620865100981, -1.455146616819665, -0.1610136309884569, -0.5207309306578205, 0.1070921210885194, 1.1591325886139434, -0.8829960303310385, 0.1297131136613392, -0.10410600548587956, 1.4860316272449812, 0.6213439513122276, -0.37764967023780915, -0.5696873006809486, 0.48787463647434137);BEST
JSO;Sphere;10;50;100;100;-5.12;5.12;0.0;55.09226726007175;(1.2192684801523022, -0.8743616161092267, 2.4334837834558987, 0.8521877857537321, -0.8142332114206927, 0.9723469740812516, 1.1219251764954268, -0.40447815684262045, 1.3677956117319567, 1.2249030287666662, 0.09229636888126802, 1.1014733676918058, 0.5582366828534302, 0.20184138085785452, -0.6911879102262298, 1.4430912462531718, -0.5663277863368932, -0.2589439581099475, -1.2418685722137388, 1.0922644955003311, -0.671365871111288, -0.19216634240645514, 0.7573687919436431, -0.8647998432063414, -0.2079455372412372, 1.2824724435414758, 1.0252650416220424, 0.11572713238973675, 0.577470821488655, 2.3109370530200564, -2.31592372330452, 0.4489233907679264, -0.5987777801457841, 0.7591236437059283, 0.3169318234604417, 0.35618018137094754, 1.3097535074569266, 1.6774067387941656, -0.5503838853321559, 1.4422487021062025, -0.6523590060706823, 0.7073134191290325, -1.468256123075766, 0.8880054730792886, 1.2867330754404067, 0.999330401045509, 1.2032060768372677, -0.11047746486511789, 0.560914318148714, 0.5997244829303972);WORST
JSO;Sphere;10;50;500;30;-5.12;5.12;0.0;2.4502493522118233e-05;(-0.0006707721120422505, -0.0006708202612992764, -0.0007188719910153907, -0.0007188719910589114, -0.0007188719908715058, -0.000670770028331269, -0.0007188719909585473, -0.0006707700294672492, -0.0007189104190334916, -0.0006707721120351451, -0.0007188719910251606, -0.0006708202610914427, -0.0007188719910926622, -0.0006707700372752257, -0.0007188719865185433, -0.0007188719910891095, -0.0007188719911122021, -0.0007188719909434482, -0.000670820261531091, -0.0006708202616048098, -0.0007188719909754226, -0.0006707700306467501, -0.0006707721122030108, -0.0007188719910660168, -0.0007188719907942343, -0.0007188719909878571, -0.0006707721103946795, -0.000718871990852854, -0.0006707699228147845, -0.0006707724063126363, -0.0007188719910855568, -0.0006708202643661565, -0.0006708202613578962, -0.0007188719908697294, -0.0007189104205531649, -0.0006707721118646148, -0.0007188719910962149, -0.0007188719910153907, -0.0007188719908830521, -0.0007188719910811159, -0.0007188719910100616, -0.0007188719910828922, -0.0006707700052475118, -0.0007188719910891095, -0.0007188719908306496, -0.0007188719910962149, -0.0006707721107268583, -0.0006707715662646052, -0.0007188719908288732, -0.0007188719910535823);BEST
JSO;Sphere;10;50;500;30;-5.12;5.12;0.0;22.312098972881625;(-0.20738426043454505, 0.6344719644666619, 0.7848097192987236, 0.7027884782837651, -0.3896039732422858, 0.43506014137769267, 0.3430132460270645, 0.11358600451193801, 0.050338282256299105, -0.501285025211875, 0.2722983622679489, 0.18954757425346924, 0.3694351255911045, 0.5912866784386313, 0.5980719821559926, -0.16761304872257204, 1.3266371812305442, 0.7683683701792521, 0.8002223620201442, 1.2647679678375034, 0.4207864171852316, -0.22604051532604563, 0.2695917782732923, -0.19577967080220127, -0.04252510254255121, -1.3881086214126839, 0.8693466401221842, 0.5895393500463749, 1.5025140969640645, 0.8982541122048182, 0.30089624865712017, 1.073432582313542, 0.10048064866117783, 0.9997108970072406, 1.326576863226276, 0.28581441599944046, 0.28246368968620084, 1.1924508544975296, -0.14799633540713264, 0.26363815133593904, 0.6966199144115014, 0.4469082515182239, 0.3998623032595362, 0.5042823583486642, -0.7800797329921771, -0.20415892794203538, 0.6290769976255965, -0.16409395492829182, -0.39226974673693404, 0.10249034951417235);WORST
JSO;Sphere;10;50;500;50;-5.12;5.12;0.0;0.0006507063495614799;(8.87840122434369e-05, 8.878407566825786e-05, 8.878401306233741e-05, 8.878400926981556e-05, 8.878401219902798e-05, 8.878423161373661e-05, 8.878400926892738e-05, 8.878400828571387e-05, 8.878400931511266e-05, -0.008500870296361818, 0.008500870296361818, 8.878400945366849e-05, 8.87842046317644e-05, 8.878400931244812e-05, 8.878400947942566e-05, 8.878401224610144e-05, 8.878420540092691e-05, 8.878421038804873e-05, 8.878420457314462e-05, 8.878401225143051e-05, 8.878401226297683e-05, 8.878400932044173e-05, 8.878420665414666e-05, 0.008500870296361818, 8.878420540092691e-05, 8.878401233225475e-05, 0.008500870296361818, 8.87842065617761e-05, 0.008500870296361818, 8.87840075352031e-05, 8.878420665325848e-05, -0.008500870296361818, 8.878595441075277e-05, 8.87840093133363e-05, 8.87840095682435e-05, -0.008500870296361818, 8.878401231626754e-05, 8.878401232248478e-05, -0.008500870296361818, -0.008500870296361818, 8.878401248146872e-05, 8.878400947054388e-05, 8.87842066523703e-05, 8.878420540092691e-05, 8.878400945366849e-05, 8.878421038804873e-05, 8.8784012099552e-05, 8.87840121777117e-05, 8.878401314404982e-05, 8.878400880529824e-05);BEST
