Algorithm;FunctionName;Trials;Dimension;MaxIterations;PopulationSize;LowerBoundary;UpperBoundary;SearchedMinimum;BestFitness;BestSolution;ResultType
JSO;Rastrigin;10;30;1000;30;-5.12;5.12;0.0;0.19671836237068874;(0.005749408204929196, 0.005749408204929196, -0.005749408204929196, -0.005749408204929196, 0.005749408204929196, -0.005749408204929196, 0.005749408204929196, 0.005749408204929196, 0.005749408204929196, 0.005749408204929196, 0.005749408204929196, 0.005749408204929196, -0.005749408204929196, 0.005749408204929196, -0.005749408204929196, -0.005749408204929196, -0.005749408204929196, 0.005749408204929196, 0.005749408204929196, -0.005749408204929196, -0.005749408204929196, 0.005749408204929196, 0.005749408204929196, 0.005749408204929196, 0.005749408204929196, 0.005749408204929196, -0.005749408204929196, 0.005749408204929196, -0.005749408204929196, 0.005749408204929196);BEST
JSO;Rastrigin;10;30;1000;30;-5.12;5.12;0.0;139.38716235459808;(0.7307664439667629, 0.9777660169592215, -1.0216211279511205, -1.0361529755191885, 1.1011336703688928, -1.0361529755191885, 0.14739891989939213, 0.08514537602526939, -0.922945584696059, 0.8114424236710169, -1.0361529755191885, -0.1622467874752216, -1.0004162482443961, 0.1503319390908855, -0.8564790950631895, 0.7572266082487209, -1.0361529755191885, -1.0361529755191885, -0.940138985534432, 0.15030790647499437, 5.12, 1.6244514573154896, -1.0096073128885692, -0.14354679035160434, -1.0361529755191885, 0.15017602345417647, 0.14988868152677348, -1.0361529755191885, -0.910941065298549, 0.15032281549665072);WORST
JSO;Rastrigin;10;30;1000;50;-5.12;5.12;0.0;0.5373637858687061;(-0.009503325204827107, 0.009503325204827107, -0.009503325204827107, 0.009503325204827107, 0.009503325204827107, 0.009503325204827107, -0.009503325204827107, -0.009503325204827107, 0.009503325204827107, -0.009503325204827107, 0.009503325204827107, 0.009503325204827107, -0.009503325204827107, 0.009503325204827107, -0.009503325204827107, 0.009503325204827107, 0.009503325204827107, 0.009503325204827107, 0.009503325204827107, -0.009503325204827107, -0.009503325204827107, -0.009503325204827107, 0.009503325204827107, 0.009503325204827107, -0.009503325204827107, 0.009503325204827107, 0.009503325204827107, -0.009503325204827107, 0.009503325204827107, -0.009503325204827107);BEST
JSO;Rastrigin;10;30;1000;50;-5.12;5.12;0.0;171.33718353128106;(-0.7068119788144276, -1.0450615525921572, -1.068036259428615, -1.0145903198629114, -1.0021800667728518, -0.1634462539092586, 1.1938599223328286, -1.0399066625131286, -1.0300717342577876, 1.4236504078202235, -1.0311004346557198, 1.7599242386606402, -0.9134476729693453, 1.8162097409864892, -1.0168922896752195, -1.0059448113943261, -0.9521470471496511, -0.48564047130282906, 0.19077129866865938, -1.0038097274237925, -1.035958977186984, 0.019825361655923635, -0.998697250104805, -1.0081765294109493, -1.0430078466611972, 1.1799162127087859, 1.4749567600995173, -1.002813752204392, 0.38348615474080494, -0.8059564108705344);WORST
JSO;Rastrigin;10;30;1000;100;-5.12;5.12;0.0;5.634431855917853;(0.03081608426491922, 0.03081608426491922, 0.03081608426491922, -0.03081608426491922, 0.03081608426491922, -0.03081608426491922, -0.03081608426491922, -0.03081608426491922, -0.03081608426491922, -0.03081608426491922, 0.03081608426491922, 0.03081608426491922, 0.03081608426491922, -0.03081608426491922, -0.03081608426491922, 0.03081608426491922, 0.03081608426491922, 0.03081608426491922, 0.03081608426491922, -0.03081608426491922, 0.03081608426491922, 0.03081608426491922, 0.03081608426491922, 0.03081608426491922, 0.03081608426491922, 0.03081608426491922, 0.03081608426491922, -0.03081608426491922, 0.03081608426491922, -0.03081608426491922);BEST
JSO;Rastrigin;10;30;1000;100;-5.12;5.12;0.0;163.1643036347369;(0.2493581338499771, -1.1729128958856962, 1.8044637339870928, -0.7427894276204826, 0.056930265508966266, -1.1204111548549667, -0.8858565776487858, -0.24285277632375005, -0.9670361498045928, 0.8777209445399806, -2.2414358711583313, -1.1195543700996617, 0.1689455304549267, -0.03537584998361196, 0.13451818082019887, -1.1203886035650992, -1.120396382848438, -0.09401318291472097, -0.03537869355146736, -0.8721168552561406, -0.24262486921143686, -0.8592888226188976, 0.24878100121256727, 0.859725354283385, 0.13426401989960338, -1.1201971309217793, 1.0101330114391496, -0.87225592739497, -0.46906860450536825, -0.09609513153498847);WORST
JSO;Rosenbrock;10;2;50;30;-5.0;5.0;0.0;0.00370454870856831;(0.9433321252074959, 0.8920965357626063);BEST
JSO;Rosenbrock;10;2;50;30;-5.0;5.0;0.0;0.23533238896266662;(1.3662970723288028, 1.8985731679619697);WORST
JSO;Rosenbrock;10;2;50;50;-5.0;5.0;0.0;0.010726457720984617;(1.0668103538944478, 1.1459981383091764);BEST
JSO;Rosenbrock;10;2;50;50;-5.0;5.0;0.0;0.10118645336604233;(0.684604557416146, 0.4645455646547406);WORST
JSO;Rosenbrock;10;2;50;100;-5.0;5.0;0.0;0.0017787184753964224;(1.0414299248728505, 1.0837871128988357);BEST
JSO;Rosenbrock;10;2;50;100;-5.0;5.0;0.0;0.045673292541428434;(0.7982648343412339, 0.630172516179075);WORST
JSO;Rosenbrock;10;2;100;30;-5.0;5.0;0.0;0.0011960164034303573;(0.9965470112313026, 0.9965470112313026);BEST
JSO;Rosenbrock;10;2;100;30;-5.0;5.0;0.0;0.1843546320526049;(0.8382581534946701, 0.7424503672812409);WORST
JSO;Rosenbrock;10;2;100;50;-5.0;5.0;0.0;0.001945694583756919;(0.9772665195259638, 0.9512697927142173);BEST
JSO;Rosenbrock;10;2;100;50;-5.0;5.0;0.0;0.09293235677958578;(1.2866973447471528, 1.665952001437108);WORST
JSO;Rosenbrock;10;2;100;100;-5.0;5.0;0.0;0.0010499192080332524;(0.9967654766515635, 0.9967654766515635);BEST
JSO;Rosenbrock;10;2;100;100;-5.0;5.0;0.0;0.11940359852904292;(1.3453446418127026, 1.8111382781874001);WORST
JSO;Rosenbrock;10;2;500;30;-5.0;5.0;0.0;1.2310198944641918e-05;(1.0003489970711703, 1.0003489970505304);BEST
JSO;Rosenbrock;10;2;500;30;-5.0;5.0;0.0;0.0344741618931833;(0.8922106191662258, 0.7809217165650547);WORST
JSO;Rosenbrock;10;2;500;50;-5.0;5.0;0.0;6.36738484546439e-05;(0.9992053759962332, 0.9992053759962332);BEST
JSO;Rosenbrock;10;2;500;50;-5.0;5.0;0.0;0.024021228471546547;(1.1549871877852802, 1.3339506720851397);WORST
JSO;Rosenbrock;10;2;500;100;-5.0;5.0;0.0;0.00010875063319955799;(0.9994633018487231, 0.9999683454777332);BEST
JSO;Rosenbrock;10;2;500;100;-5.0;5.0;0.0;0.013170655374598212;(1.0078497232803592, 1.0272105351053669);WORST
JSO;Rosenbrock;10;2;1000;30;-5.0;5.0;0.0;1.3608031113550608e-08;(1.000011607320301, 1.000011607320301);BEST
JSO;Rosenbrock;10;2;1000;30;-5.0;5.0;0.0;0.010141753488820293;(0.9807115970760891, 0.951911051796328);WORST
JSO;Rosenbrock;10;2;1000;50;-5.0;5.0;0.0;5.386637735248089e-08;(1.0000283542651656, 1.0000336740541802);BEST
JSO;Rosenbrock;10;2;1000;50;-5.0;5.0;0.0;0.008546477870073812;(1.006652945551438, 1.0225708990617197);WORST
JSO;Rosenbrock;10;2;1000;100;-5.0;5.0;0.0;2.080865962137439e-06;(0.9998564434214217, 0.9998564434214217);BEST
JSO;Rosenbrock;10;2;1000;100;-5.0;5.0;0.0;0.001998363556833917;(1.019894335856235, 1.036181233912521);WORST
JSO;Rosenbrock;10;5;50;30;-5.0;5.0;0.0;5.880956411126373;(0.07315593484779903, 0.07315593484779903, 0.07315593484779903, -0.07315593484779903, -0.07315593484779903);BEST
JSO;Rosenbrock;10;5;50;30;-5.0;5.0;0.0;164.63969350794707;(0.1820682334283683, 0.8153442954290078, 0.9342682762257419, 0.8303512618543101, 1.6655865999182504);WORST
JSO;Rosenbrock;10;5;50;50;-5.0;5.0;0.0;3.367449480032565;(0.9485639146096767, 0.7505683010330239, 0.5691419445960026, 0.29468616943898385, 0.1420154917765672);BEST
JSO;Rosenbrock;10;5;50;50;-5.0;5.0;0.0;73.30897256565535;(0.2133519543795549, 0.6995160488476513, 0.7174864263655851, 0.4125965266118801, -0.31094650755809744);WORST
JSO;Rosenbrock;10;5;50;100;-5.0;5.0;0.0;4.601673631207193;(-0.03346126333863886, 0.03346126333863886, -0.03346126333863886, -0.03346126333863886, -0.03346126333863886);BEST
JSO;Rosenbrock;10;5;50;100;-5.0;5.0;0.0;106.79317145229999;(0.7762304877022159, 0.17748933940203937, -0.35641027188876606, -0.3813923085825537, 0.8039084635299343);WORST
JSO;Rosenbrock;10;5;100;30;-5.0;5.0;0.0;3.1514128922186098;(0.6859475730179013, 0.5708246461792946, 0.2875125341667998, 0.07464662672035705, 0.06433625355826156);BEST
JSO;Rosenbrock;10;5;100;30;-5.0;5.0;0.0;202.6570242642043;(0.016955808444822917, 0.21662588294525031, -1.088007902520617, 1.6603788375110584, 2.12379582457715);WORST
JSO;Rosenbrock;10;5;100;50;-5.0;5.0;0.0;3.4561909452375867;(0.9352987262541546, 0.9160121677293673, 0.711794504305673, 0.40700259031586894, 0.11798993936951407);BEST
JSO;Rosenbrock;10;5;100;50;-5.0;5.0;0.0;88.1372816333513;(-0.044906910570348346, -0.14232411167379921, 0.68463043671172, 0.801552063388683, 0.11049729358442317);WORST
JSO;Rosenbrock;10;5;100;100;-5.0;5.0;0.0;4.8019528184917455;(0.12572025873507187, -0.04757158383776261, -0.014390659322519372, -0.039700820733833186, -0.04757158383776261);BEST
JSO;Rosenbrock;10;5;100;100;-5.0;5.0;0.0;65.10068067991467;(0.2910867348988839, -0.13181555979045445, -0.5961473847026844, 0.7841891848482283, 0.6226022100277238);WORST
JSO;Rosenbrock;10;5;500;30;-5.0;5.0;0.0;0.0007298341488196232;(0.9986541380877727, 0.9986541380877727, 0.9986541380877727, 0.9986541380877727, 0.9986541380877727);BEST
JSO;Rosenbrock;10;5;500;30;-5.0;5.0;0.0;40.47157346403802;(0.6979130324949896, -0.08180340944947062, 0.04847477364438024, -0.09338015232155872, -0.18246080681038102);WORST
JSO;Rosenbrock;10;5;500;50;-5.0;5.0;0.0;7.555950327239338e-05;(0.9995673467777557, 0.9995673467777557, 0.9995673467777557, 0.9995673467777557, 0.9995673467777557);BEST
JSO;Rosenbrock;10;5;500;50;-5.0;5.0;0.0;4.413580797889606;(0.10444495309868973, 0.012914259112546844, 0.09054989663043234, 0.012914259112546844, 0.012914259112546844);WORST
JSO;Rosenbrock;10;5;500;100;-5.0;5.0;0.0;1.2662604664379864;(1.0531836911341563, 1.0531836911341563, 1.0531836911341563, 1.0531836911341563, 1.0531836911341563);BEST
JSO;Rosenbrock;10;5;500;100;-5.0;5.0;0.0;8.939737607332244;(0.08531586756680909, 0.09338376521587932, -0.1436670770951709, -0.08531586756680909, 0.08531586756680909);WORST
JSO;Rosenbrock;10;5;1000;30;-5.0;5.0;0.0;4.929341918836155e-06;(0.9998895282346658, 0.9998895282346658, 0.9998895282346658, 0.9998895282346658, 0.9998895282346658);BEST
JSO;Rosenbrock;10;5;1000;30;-5.0;5.0;0.0;8.64865852722297;(-0.08274277053831658, -0.0827438468961319, 0.048753679249883275, -0.1711759241571087, 0.04857536018198805);WORST
JSO;Rosenbrock;10;5;1000;50;-5.0;5.0;0.0;9.789750955535341e-05;(1.0004920209826396, 1.0004920209826396, 1.0004920209826396, 1.0004920209826396, 1.0004920209826396);BEST
JSO;Rosenbrock;10;5;1000;50;-5.0;5.0;0.0;11.322107321721962;(0.6180384230301217, 0.27668466070630826, 0.17731764388651072, 0.30001822489945806, 0.12861778141972102);WORST
JSO;Rosenbrock;10;5;1000;100;-5.0;5.0;0.0;0.008650915459795096;(1.0039160242442957, 1.000846471041937, 1.0039160225986155, 1.0039160112074548, 1.0037688052432567);BEST
JSO;Rosenbrock;10;5;1000;100;-5.0;5.0;0.0;14.809881863365316;(0.7858826364935735, 0.36891072145140247, 0.12698835125137098, 0.19511630847290035, 0.22671080721226988);WORST
JSO;Rosenbrock;10;10;50;30;-5.0;5.0;0.0;212.17886860974434;(-0.46691919191462405, -0.31632244498238704, -0.29928379459052, -0.40562672165609814, -0.29546853637520754, -0.6478927170103405, -0.014026089079063109, -0.23700743266090196, 0.3560394213118169, -0.31589946372270383);BEST
JSO;Rosenbrock;10;10;50;30;-5.0;5.0;0.0;2100.204048397429;(-0.6676119042078328, 0.9509189763657735, 2.12026430086785, 2.002226154299371, 1.441186844160593, 1.1592823032751252, 0.8995606357344561, 0.625146242279214, -1.2485011572359435, 3.168962746544812);WORST
JSO;Rosenbrock;10;10;50;50;-5.0;5.0;0.0;61.034043106336505;(0.14500298187843264, 0.12174786667381543, 0.16632465981220879, 0.026819241362823654, 0.19600633435589643, -0.24242183115402227, 0.47094334709071717, -0.18866793432012408, 0.010100037500401449, 0.20295568171199552);BEST
JSO;Rosenbrock;10;10;50;50;-5.0;5.0;0.0;2693.9509359346853;(-0.03489191076343051, 1.033345360207079, 1.7213079306381815, -0.9468644738154355, 1.5101486539335358, 1.033345360207079, -1.0073061178798444, -0.9188551306986001, 1.0690813157812702, 1.1302813876962094);WORST
JSO;Rosenbrock;10;10;50;100;-5.0;5.0;0.0;135.4357965204748;(0.8913327893053489, 0.9701676243471451, 0.7058728617605442, 0.8548256249464133, 0.8518928981307934, 0.0036858393043300852, 0.43581612784078994, 0.01378643144106484, 0.34208412514855135, -0.3713537542484705);BEST
JSO;Rosenbrock;10;10;50;100;-5.0;5.0;0.0;1403.539003623079;(0.5799124261026782, 1.0767308298883904, -0.7327219027647576, 1.289396787442643, 0.49495910747282573, 1.4255146537919496, 1.029626685789541, -0.36806555378477057, 0.4388597779287516, 2.0333546278998984);WORST
JSO;Rosenbrock;10;10;100;30;-5.0;5.0;0.0;66.61030639132429;(0.32323876956219566, -0.019454840489536718, -0.01932664704249465, -0.017613944723427144, -0.007365565531660012, 0.35472269079247987, 0.18792681384907195, -0.022867867808161302, -0.01646079733849448, 0.6630170795943853);BEST
JSO;Rosenbrock;10;10;100;30;-5.0;5.0;0.0;1029.171551219276;(0.13531989219443785, -0.5387484012342552, -0.188416692202229, 0.3688506286640667, 0.2915240325101802, -1.2545786679545237, -0.11917364059315094, -0.9319655694117399, -0.830370927191197, -0.3033378412581964);WORST
JSO;Rosenbrock;10;10;100;50;-5.0;5.0;0.0;0.499873112369976;(1.014810250023924, 1.014810250023924, 1.014810250023924, 1.014810250023924, 1.0357182605020747, 1.014810250023924, 1.014810250023924, 1.014810250023924, 1.014810250023924, 1.014810250023924);BEST
JSO;Rosenbrock;10;10;100;50;-5.0;5.0;0.0;1453.9544918745255;(0.12598273151588435, -0.5033369151363933, 1.2114848721212432, -0.565286688243199, -0.9829170100675806, -1.0231187136046618, 0.3213463274347348, -0.09724221119743448, 1.1728381317175365, 0.15361288974860798);WORST
JSO;Rosenbrock;10;10;100;100;-5.0;5.0;0.0;122.39234898088824;(-0.29108944239640344, -0.29108944239640344, -0.3076883048819443, -0.32418958675042475, -0.29108944239640344, -0.31565310043953154, 0.15650394798091494, 0.13783114154750287, 0.36468775848316604, -0.29108944239640344);BEST
JSO;Rosenbrock;10;10;100;100;-5.0;5.0;0.0;868.629609096798;(-0.8438801822672317, 1.3043662153078266, 0.5029979659119039, 0.5806625851081177, 0.31190305967039134, -0.7967998266931187, -1.295677423158822, 1.1591514988455804, 0.08987030178573019, 0.5425316249146963);WORST
JSO;Rosenbrock;10;10;500;30;-5.0;5.0;0.0;0.009294348093522442;(1.0031875712762979, 1.0031875703783963, 1.003187514516122, 1.0031875712788496, 1.0031875709238698, 1.0031875712772578, 1.0031875712762979, 1.0031875712777099, 1.0031875712778755, 1.0031875712762988);BEST
JSO;Rosenbrock;10;10;500;30;-5.0;5.0;0.0;256.0896107236899;(-0.2954279144155967, 0.3691592939712458, -0.8291459120224496, 0.10350803097852035, 0.48719966459205777, 0.36162960189322213, -0.7561650977550052, 0.6162217074024468, 0.3159276095204794, -0.15946423432435086);WORST
JSO;Rosenbrock;10;10;500;50;-5.0;5.0;0.0;1.2243436496511593;(0.9632249201194463, 0.9632249201194463, 0.9632249201194463, 0.9632249201194463, 0.9632249201194463, 0.9632249201194463, 0.9632249201194463, 0.9552091337760786, 0.9632249201194463, 0.9632249201194463);BEST
JSO;Rosenbrock;10;10;500;50;-5.0;5.0;0.0;242.73215385823585;(1.0162161053290593, 1.0529111895533017, 0.613397240839737, -0.30826162108887334, 0.48225457517181136, 0.16136906363607373, -0.9259425881286765, 0.7591916308901504, 1.2529313233922075, 1.226652153361253);WORST
JSO;Rosenbrock;10;10;500;100;-5.0;5.0;0.0;17.292906766819694;(0.10740578632624764, -0.10740578632624764, 0.10740578632624764, 0.10740578632624764, 0.10740578632624764, -0.10740578632624764, 0.10740578632624764, 0.10740578632624764, 0.10740578632624764, 0.10740578632624764);BEST
JSO;Rosenbrock;10;10;500;100;-5.0;5.0;0.0;553.2241550285013;(1.0747590413029786, 1.1799476163790938, -0.23467586996094292, 0.7175933372199708, -0.276461844380002, 0.48473444982436, 0.7979134335491735, 0.5551253378538685, -0.6932140730933352, 0.9903947423305003);WORST
JSO;Rosenbrock;10;10;1000;30;-5.0;5.0;0.0;0.0001679097571140686;(1.0004296069651657, 1.0004296069651657, 1.0004296069651657, 1.0004296070284688, 1.0004296069651657, 1.0004296069651657, 1.0004296070284688, 1.0004296070284688, 1.0004296070284688, 1.0004296070284688);BEST
JSO;Rosenbrock;10;10;1000;30;-5.0;5.0;0.0;113.61148629923446;(-0.3377086932244642, -0.41778416029562093, 0.32689849644131996, 0.39991253231950985, 0.5939331669793506, 0.268468044215628, -0.2786492328699226, 0.13721608452197032, 0.5789660035793598, 0.16282880979141678);WORST
JSO;Rosenbrock;10;10;1000;50;-5.0;5.0;0.0;1.6174687269906666e-05;(1.0001333762886109, 1.000133376309531, 1.0001333763099023, 1.0001333754248085, 1.0001333763095346, 1.00013337628861, 1.0001333762886109, 1.00013337628861, 1.0001333763099494, 1.000133375420452);BEST
JSO;Rosenbrock;10;10;1000;50;-5.0;5.0;0.0;115.77034044794287;(0.5142473176553222, -0.38231421769058216, 0.29131057018011364, 0.22609084452930966, 0.33114724760860925, 0.5101544011410974, 0.3303524367869701, 0.05485223724749691, 0.5085056032708224, -0.11692171943161461);WORST
JSO;Rosenbrock;10;10;1000;100;-5.0;5.0;0.0;2.19766750222808;(0.9481712245775302, 0.9481712245775302, 0.9481712245775302, 0.9481712245775302, 0.9481712245775302, 0.9481712245775302, 0.9481712245775302, 0.9481712245775302, 0.9481712245775302, 0.9481712245775302);BEST
JSO;Rosenbrock;10;10;1000;100;-5.0;5.0;0.0;216.07077459500601;(-0.525179098471263, 1.1026783412105243, 0.1516275083254519, 0.010262067631397809, -0.12369841440604556, -0.04483850493034103, -0.16166756748157152, 0.1844010264016953, -0.13870522814484332, 0.40204001299407466);WORST
JSO;Rosenbrock;10;30;50;30;-5.0;5.0;0.0;2021.5553833471647;(1.2796299813800198, -0.3928817601688983, 1.0167544550164078, -0.526016783511238, -0.2782429346854949, 0.28717560342822523, 0.6511576197103557, 0.2851332343026339, 0.9804585923965683, -0.8390645483786714, 0.2758168969780227, -0.3552693749031792, -0.3340274371751427, 1.3373252757017686, 1.1480500069366386, 1.45551069415455, 0.3793426982822814, 0.5743207507621141, -0.24242046373223525, 0.37306363270730203, 0.7844105993417122, 0.2985482884784142, 0.2048937526887566, 0.5850346494307438, 0.23932498310060907, -0.0914203105451572, -0.31054658481405684, 0.9038989943766627, 0.40626325029768584, 0.037603344894019564);BEST
JSO;Rosenbrock;10;30;50;30;-5.0;5.0;0.0;13576.67597101092;(0.8815852620888583, -1.0992466795499924, 0.40886692975176775, -2.627869459414532, -0.07083223286262119, -0.31136725449628333, -0.5278562301755501, 0.6117295014649125, -1.4468453128027217, -1.0223218749805238, -1.0164929940516072, -1.0934139706732, -0.3043113184483872, -1.6337402950240982, 1.7130960639874195, 0.001745716348592108, -1.6854392534932476, 0.34734958174831493, 0.04957084794412636, -0.5911766032192342, -0.34341258872974156, 0.7811040848213824, 1.5166894032968268, -0.6771578039921746, -0.6249753840896366, 0.25970415728824303, 1.434170140866705, 1.825128788945579, 0.11990343052806485, -1.935842215236301);WORST
JSO;Rosenbrock;10;30;50;50;-5.0;5.0;0.0;3912.6622508719533;(0.024170711899512975, -0.6618862083440775, 2.0327649481897003, 0.7204107980401524, -0.9257190558482629, 0.5642104807882804, 0.4524810182826314, 0.9193127450663512, 0.2993031294943256, -0.23569339625213015, -0.6946641307695094, -1.233932449057037, 1.2028522902565384, 1.591570557195427, -0.03345874205579413, 0.18840864819415953, 0.34192484475497187, 1.326131898398514, 1.09728990142816, -0.5269819038604586, 0.20169436724953238, 0.602252445719716, 0.30874870073009175, -1.2270779840740396, 0.6179430126913672, 1.2526849321392448, 0.6473058481608633, 0.2236891696565957, 1.1495069848373145, 0.9641771294165311);BEST
JSO;Rosenbrock;10;30;50;50;-5.0;5.0;0.0;18538.680834715655;(-1.2280379628102924, 1.2143821226968061, 1.24420670316494, 0.9781615137087895, 0.19450238367642417, 0.5616446195190834, 1.0214736108648435, -0.4544179224020803, 2.141369611688564, -0.6177526579615122, -0.8054186904903109, 0.4569760760999948, -0.29248948190145363, 0.9827738728986319, 2.8261080782306474, 1.0204691361128062, 2.7004355594414373, 0.8622595619484724, 0.6162863015850224, 0.43872107538674465, 0.13248429116092453, 0.04255224842694871, 0.8408600729031228, 0.8337934745584961, -1.1900094985402823, 2.5547265000573414, 1.3074660454663505, 0.4143425262032426, -1.2302489517574866, -2.3667683607146097);WORST
JSO;Rosenbrock;10;30;50;100;-5.0;5.0;0.0;2786.45340644261;(0.04166551876568214, 0.43003902903449864, -0.5683838881408572, 0.3833456977780316, 0.08843689818330969, 0.8411193302040461, 0.17177168011179433, 0.08712437662765549, 0.23951519438975244, 1.7873685144231954, 0.7248543135121637, -0.6965681111553712, -0.08716773028820501, 1.0067026997585287, -1.0666062548605928, -0.013915605442200718, -0.38919351402011504, 1.0569519891878225, 0.7800160923013408, -0.4665134035204479, 1.0872241710709805, 0.04477034975392247, 0.929201358980922, 0.25973282075740967, 0.7960253019965808, -0.45029970334736236, -0.6364440917934744, 0.6845724259336612, 0.41546815106521784, -0.2945903834246111);BEST
JSO;Rosenbrock;10;30;50;100;-5.0;5.0;0.0;13430.509890277339;(0.8602402240924751, 0.5725316064359072, 1.6474447704611046, -0.7599248511280825, 0.1628537368560829, 0.11945707832207475, 2.1598745096208245, -0.37674498538036527, 0.15328737358234779, 2.154598658386309, -0.6453626275873137, 1.1312593506848916, 0.3257758132113233, -2.508858273023294, 1.9146747903990942, 1.6044704282622568, -0.2784872300678991, -0.6067366857835355, 0.4054329292884984, -0.43141691826869843, -0.13168084288466697, -0.9512592824555588, -0.4838538897587279, 1.3222087330280496, -0.008824494361213464, -0.4182535788232479, -0.015818006708526677, 1.4804360480611867, -0.07605304027366544, 1.3687404017223361);WORST
JSO;Rosenbrock;10;30;100;30;-5.0;5.0;0.0;260.4717493736241;(-0.4096913219618705, 0.32031155648380016, -0.23856186690245984, -0.23838517217590827, -0.259628988555094, 0.11449004557997311, -0.11466704716665532, -0.2596097577094163, -0.23850073294415708, -0.13813856112579792, -0.259629907969146, 0.12359639516749743, -0.23875715619666638, -0.25962958417898685, -0.25962850299187323, 0.3218754759313538, -0.25936494852342484, -0.25916384308852347, -0.23935349793500293, -0.2593479955576554, -0.2383617756359242, -0.23921905896064954, -0.23811960859821024, -0.25908176719405374, -0.2594488930871828, -0.23896844762496183, 0.3246617883011904, 0.12105903691483633, -0.25912370549621055, -0.23823109895784356);BEST
JSO;Rosenbrock;10;30;100;30;-5.0;5.0;0.0;5803.662216852709;(0.02982674353952741, -0.010363723278292797, -0.43206865895320257, 1.6494121430267479, -0.4597910211041033, -0.3301594838423507, -0.17208485542189605, -1.7139998832521832, 1.8606294610954381, 1.3945420913579232, 1.6487875595627666, -1.0924224506082036, 0.39197274941125315, 0.7440292030465816, 0.40527577246608704, 0.7041429360262157, -0.6687010494531582, 0.8389579278606589, 0.9820359920015802, -0.7067802367717202, 1.2044631465888576, 1.6343312102073213, 0.13865758508107073, -0.8347731926032329, -0.8310120200842458, -0.3635636955314714, -1.0669718804055202, -0.13438425336500803, 0.09343124736062147, -1.3390156671957223);WORST
JSO;Rosenbrock;10;30;100;50;-5.0;5.0;0.0;1223.2368873207179;(0.3627739809902819, 0.9310081340914573, 0.5671636174172383, -0.08432294986776578, -0.42893152420820524, 0.8206780842994135, 0.8597924361746683, 0.7226763772727984, 0.8344730226568027, -0.3741209770829177, -0.4721226571188408, 0.035970629076665706, 0.259406279954586, 1.2076531674895579, -0.16763929848996295, 0.5786335088631123, 1.1608519877932588, 0.5255568856392674, -0.3511962186082873, 0.016049862745098897, -0.21002262356212753, 1.0157543294337699, 0.642742961855818, 0.05038524830268887, 0.8725152779839669, 0.4191439410862714, 0.597509992128278, 0.6716730417767118, 0.4157323568434126, 0.788120836635049);BEST
JSO;Rosenbrock;10;30;100;50;-5.0;5.0;0.0;8809.858403454684;(-0.5513141340236167, 0.4479045552455898, 1.3724312752592123, -0.24897032074648906, 0.22515177147450816, 2.4344527213899365, 0.43817853870011775, 0.5804419552861022, -0.5376853472370688, 0.040597602029875945, -0.600203623913821, 0.08084266768296766, 0.6032850980409865, -0.5336382352694338, 0.7714099891573434, 0.09821753813511025, 1.7204671703566896, 0.3345153117212355, 0.16153186614358495, 1.2569107266731456, 0.736580514781851, 1.5907074364046165, -0.5158455481049086, 0.7190090215528366, -1.8363750291383867, -0.28299764085213885, 0.5988035522043391, -0.47780896687969027, 0.6351410285680992, -0.10080328820064444);WORST
JSO;Rosenbrock;10;30;100;100;-5.0;5.0;0.0;2510.2407949445155;(0.15241908869056853, -0.5156079244245158, -0.2383219548953197, 0.4503045392687248, -0.6370704603174093, 0.15353644463652039, -0.395871542251522, 0.5710632083111096, 1.2766501851670662, -0.8746553957027285, 0.3137408585478154, -0.20802271919244486, 0.48704261700673745, 0.1332161416158717, -1.1583867888583068, 0.8646512759547504, 0.8448392430260319, -0.015656313609366368, 0.5210088811800931, 0.12004244842236689, -0.18907072982950268, -1.4456968497192437, 0.6871075647482359, 0.49667162137094656, 0.5803411239415381, 0.9923357719097603, 0.8520989941269106, 1.7158092890635048, 0.6229785391548478, -0.9179092057975842);BEST
JSO;Rosenbrock;10;30;100;100;-5.0;5.0;0.0;8603.151032063344;(0.5564342657255872, 2.2443784475473545, 1.4836513144188836, 0.6810337400963259, -0.8073237433535425, 0.09364740440747621, 1.020202829649726, 0.06215933365074311, -0.40796098096348166, 0.1378226283740085, -1.123104618970749, 1.03461596154286, 1.1229439875820266, -1.6414761517528835, 1.188932630488217, -0.023581587037713847, 0.6135756503173808, 0.915790522072177, 0.21316759625556903, 2.0317838777690183, -0.05860711894338044, 0.16125265884935924, 1.0666329049639844, -0.38184484485086145, -1.9127341359369734, -0.4807255505318453, -0.0002637875032175385, -0.3777677163713218, 1.2467957119579511, 1.487134664530235);WORST
JSO;Rosenbrock;10;30;500;30;-5.0;5.0;0.0;0.015656496902595372;(1.0022860293216032, 1.002285996447155, 1.0022860293216032, 1.0022853973881056, 1.0022859964473554, 1.0022860293199827, 1.0022853973860641, 1.002357717598266, 1.002357725468293, 1.0022859964467101, 1.0023577130403143, 1.0022860293216032, 1.0023578638649995, 1.002285996447394, 1.002285997512693, 1.002285996447156, 1.0022860293261426, 1.0023577385762095, 1.0023578638604733, 1.002286029332541, 1.002286029326104, 1.0022860293216032, 1.0022860293216032, 1.0022860293216032, 1.0022860293216032, 1.0022859975119633, 1.0022853973861898, 1.0023577346783497, 1.0023577304246176, 1.0022860293216032);BEST
